80515,1666130425859,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page101,enter,0.2257,103,dieleidendesjungenwerthers-607eb;dieleidendesjungenwerthers-ab139;dieleidendesjungenwerthers-cbd1d;dieleidendesjungenwerthers-d5996;dieleidendesjungenwerthers-e57bc;dieleidendesjungenwerthers-e6d96;dieleidendesjungenwerthers-e7851;dieleidendesjungenwerthers-ea805
80584,1666162599239,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page115,enter,0.2566,102,dieleidendesjungenwerthers-00506;dieleidendesjungenwerthers-1760d;dieleidendesjungenwerthers-1b2b8;dieleidendesjungenwerthers-5c512;dieleidendesjungenwerthers-5f6ed;dieleidendesjungenwerthers-689b4;dieleidendesjungenwerthers-c6554;dieleidendesjungenwerthers-cc8c2;dieleidendesjungenwerthers-e9237;dieleidendesjungenwerthers-f338e
80585,1666162599562,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page114,enter,0.2544,92,dieleidendesjungenwerthers-1384d;dieleidendesjungenwerthers-7135d;dieleidendesjungenwerthers-d8cd4;dieleidendesjungenwerthers-dea0a;dieleidendesjungenwerthers-f792b
80586,1666162599899,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page115,enter,0.2566,102,dieleidendesjungenwerthers-00506;dieleidendesjungenwerthers-1760d;dieleidendesjungenwerthers-1b2b8;dieleidendesjungenwerthers-5c512;dieleidendesjungenwerthers-5f6ed;dieleidendesjungenwerthers-689b4;dieleidendesjungenwerthers-c6554;dieleidendesjungenwerthers-cc8c2;dieleidendesjungenwerthers-e9237;dieleidendesjungenwerthers-f338e
80587,1666162612208,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page116,enter,0.2588,98,dieleidendesjungenwerthers-2140a;dieleidendesjungenwerthers-25e9f;dieleidendesjungenwerthers-343fb;dieleidendesjungenwerthers-39b2b;dieleidendesjungenwerthers-485c4;dieleidendesjungenwerthers-63789;dieleidendesjungenwerthers-6bc4a;dieleidendesjungenwerthers-73691;dieleidendesjungenwerthers-7e7ba;dieleidendesjungenwerthers-7f0f2;dieleidendesjungenwerthers-c6554;dieleidendesjungenwerthers-ccc25;dieleidendesjungenwerthers-cf4b2;dieleidendesjungenwerthers-d3350;dieleidendesjungenwerthers-de112;dieleidendesjungenwerthers-f1409;dieleidendesjungenwerthers-f7c84
80588,1666162612891,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page117,enter,0.2611,92,dieleidendesjungenwerthers-1ef51;dieleidendesjungenwerthers-480a8;dieleidendesjungenwerthers-4f320;dieleidendesjungenwerthers-64c8d;dieleidendesjungenwerthers-689b4-2;dieleidendesjungenwerthers-9bd06;dieleidendesjungenwerthers-b2691;dieleidendesjungenwerthers-b3921;dieleidendesjungenwerthers-bb066;dieleidendesjungenwerthers-bb8a2;dieleidendesjungenwerthers-d2eec;dieleidendesjungenwerthers-e7153
80589,1666162614388,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,emotion,set,emotion-5,0,
80590,1666162615999,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page116,enter,0.2588,98,dieleidendesjungenwerthers-2140a;dieleidendesjungenwerthers-25e9f;dieleidendesjungenwerthers-343fb;dieleidendesjungenwerthers-39b2b;dieleidendesjungenwerthers-485c4;dieleidendesjungenwerthers-63789;dieleidendesjungenwerthers-6bc4a;dieleidendesjungenwerthers-73691;dieleidendesjungenwerthers-7e7ba;dieleidendesjungenwerthers-7f0f2;dieleidendesjungenwerthers-c6554;dieleidendesjungenwerthers-ccc25;dieleidendesjungenwerthers-cf4b2;dieleidendesjungenwerthers-d3350;dieleidendesjungenwerthers-de112;dieleidendesjungenwerthers-f1409;dieleidendesjungenwerthers-f7c84
80591,1666162630485,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page115,enter,0.2566,102,dieleidendesjungenwerthers-00506;dieleidendesjungenwerthers-1760d;dieleidendesjungenwerthers-1b2b8;dieleidendesjungenwerthers-5c512;dieleidendesjungenwerthers-5f6ed;dieleidendesjungenwerthers-689b4;dieleidendesjungenwerthers-c6554;dieleidendesjungenwerthers-cc8c2;dieleidendesjungenwerthers-e9237;dieleidendesjungenwerthers-f338e
80592,1666162631549,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page116,enter,0.2588,98,dieleidendesjungenwerthers-2140a;dieleidendesjungenwerthers-25e9f;dieleidendesjungenwerthers-343fb;dieleidendesjungenwerthers-39b2b;dieleidendesjungenwerthers-485c4;dieleidendesjungenwerthers-63789;dieleidendesjungenwerthers-6bc4a;dieleidendesjungenwerthers-73691;dieleidendesjungenwerthers-7e7ba;dieleidendesjungenwerthers-7f0f2;dieleidendesjungenwerthers-c6554;dieleidendesjungenwerthers-ccc25;dieleidendesjungenwerthers-cf4b2;dieleidendesjungenwerthers-d3350;dieleidendesjungenwerthers-de112;dieleidendesjungenwerthers-f1409;dieleidendesjungenwerthers-f7c84
80593,1666162637598,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page117,enter,0.2611,92,dieleidendesjungenwerthers-1ef51;dieleidendesjungenwerthers-480a8;dieleidendesjungenwerthers-4f320;dieleidendesjungenwerthers-64c8d;dieleidendesjungenwerthers-689b4-2;dieleidendesjungenwerthers-9bd06;dieleidendesjungenwerthers-b2691;dieleidendesjungenwerthers-b3921;dieleidendesjungenwerthers-bb066;dieleidendesjungenwerthers-bb8a2;dieleidendesjungenwerthers-d2eec;dieleidendesjungenwerthers-e7153
80594,1666162638634,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page116,enter,0.2588,98,dieleidendesjungenwerthers-2140a;dieleidendesjungenwerthers-25e9f;dieleidendesjungenwerthers-343fb;dieleidendesjungenwerthers-39b2b;dieleidendesjungenwerthers-485c4;dieleidendesjungenwerthers-63789;dieleidendesjungenwerthers-6bc4a;dieleidendesjungenwerthers-73691;dieleidendesjungenwerthers-7e7ba;dieleidendesjungenwerthers-7f0f2;dieleidendesjungenwerthers-c6554;dieleidendesjungenwerthers-ccc25;dieleidendesjungenwerthers-cf4b2;dieleidendesjungenwerthers-d3350;dieleidendesjungenwerthers-de112;dieleidendesjungenwerthers-f1409;dieleidendesjungenwerthers-f7c84
80595,1666182858574,bab2947bb39e7bd4df0889341378e3ea,N0WAr,reader_briefandenvater,,enter,briefandenvater,0,
80596,1666182858498,bab2947bb39e7bd4df0889341378e3ea,N0WAr,start,,enter,,0,
80597,1666182873469,bab2947bb39e7bd4df0889341378e3ea,N0WAr,reader_briefandenvater,page4,enter,0.1351,464,briefandenvater-15824;briefandenvater-1685e;briefandenvater-20fca;briefandenvater-2ad05;briefandenvater-30a3c;briefandenvater-47a23;briefandenvater-47fec;briefandenvater-57a4a;briefandenvater-6c05f;briefandenvater-8448d;briefandenvater-a45c4;briefandenvater-a63dc;briefandenvater-ac4ec;briefandenvater-bf587;briefandenvater-c157e;briefandenvater-d69e0;briefandenvater-da0e5;briefandenvater-eb29f;briefandenvater-f2b92;briefandenvater-f6148
80598,1666183052175,bab2947bb39e7bd4df0889341378e3ea,N0WAr,reader_briefandenvater,page5,leave,0.1081,464,briefandenvater-15824;briefandenvater-1685e;briefandenvater-20fca;briefandenvater-2ad05;briefandenvater-30a3c;briefandenvater-47a23;briefandenvater-47fec;briefandenvater-57a4a;briefandenvater-6c05f;briefandenvater-8448d;briefandenvater-a45c4;briefandenvater-a63dc;briefandenvater-ac4ec;briefandenvater-bf587;briefandenvater-c157e;briefandenvater-d69e0;briefandenvater-da0e5;briefandenvater-eb29f;briefandenvater-f2b92;briefandenvater-f6148
